Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Subcellular location [CC]
P07150	ANXA1_RAT	reviewed	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35)	Anxa1 Anx1	Rattus norvegicus (Rat)	346		SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12467520}. Cytoplasm {ECO:0000269|PubMed:12467520}. Cell projection, cilium {ECO:0000250|UniProtKB:P10107}. Basolateral cell membrane {ECO:0000250|UniProtKB:P51662}. Lateral cell membrane {ECO:0000250|UniProtKB:P10107}. Cell membrane {ECO:0000250|UniProtKB:P10107}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10107}. Apical cell membrane {ECO:0000250|UniProtKB:P10107}. Membrane {ECO:0000269|PubMed:3020049}; Peripheral membrane protein {ECO:0000269|PubMed:3020049}. Endosome membrane {ECO:0000269|PubMed:3020049}; Peripheral membrane protein {ECO:0000269|PubMed:3020049}. Secreted {ECO:0000250|UniProtKB:P10107}. Secreted, extracellular space {ECO:0000250|UniProtKB:P04083}. Cell membrane {ECO:0000250|UniProtKB:P04083}; Peripheral membrane protein {ECO:0000250|UniProtKB:P04083}; Extracellular side {ECO:0000250|UniProtKB:P04083}. Early endosome {ECO:0000250|UniProtKB:P19619}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P19619}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19619}. Secreted, extracellular exosome {ECO:0000250|UniProtKB:P10107}. Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000250|UniProtKB:P10107}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:P10107}. Note=Colocalizes with actin fibers at phagocytic cups. Secreted, at least in part via exosomes and other secretory vesicles. Detected in exosomes and other extracellular vesicles. Secretion is increased in response to wounding and inflammation (By similarity). Detected in gelatinase granules in resting neutrophils. Neutrophil adhesion to endothelial cells stimulates secretion via gelatinase granules, but foreign particle phagocytosis has no effect. Displays calcium-dependent binding to phospholipid membranes (PubMed:3020049). {ECO:0000250|UniProtKB:P04083, ECO:0000250|UniProtKB:P10107, ECO:0000269|PubMed:3020049}.
Q5BK84	ADAM5_RAT	reviewed	Disintegrin and metalloproteinase domain-containing protein 5 (Transmembrane metalloproteinase-like, disintegrin-like, and cysteine-rich protein II) (tMDC II)	Adam5 Tmdc2	Rattus norvegicus (Rat)	709	TRANSMEM 650 670 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
A2RUV9	AEBP1_RAT	reviewed	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)	Aebp1 Aclp	Rattus norvegicus (Rat)	1128		SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q640N1}.
F1LRS8	CD2AP_RAT	reviewed	CD2-associated protein	Cd2ap	Rattus norvegicus (Rat)	637		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9Y5K6}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q9Y5K6}. Cell junction {ECO:0000250|UniProtKB:Q9Y5K6}. Note=Colocalizes with F-actin and BCAR1/p130Cas in membrane ruffles (By similarity). Located at podocyte slit diaphragm between podocyte foot processes (By similarity). During late anaphase and telophase, concentrates in the vicinity of the midzone microtubules and in the midbody in late telophase (By similarity). {ECO:0000250|UniProtKB:Q9JLQ0, ECO:0000250|UniProtKB:Q9Y5K6}.
P55213	CASP3_RAT	reviewed	Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (IRP) (LICE) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	Casp3 Cpp32	Rattus norvegicus (Rat)	277		SUBCELLULAR LOCATION: Cytoplasm.
P10980	ACM2_RAT	reviewed	Muscarinic acetylcholine receptor M2	Chrm2 Chrm-2	Rattus norvegicus (Rat)	466	TRANSMEM 23 45 Helical; Name=1. {ECO:0000250}.; TRANSMEM 60 80 Helical; Name=2. {ECO:0000250}.; TRANSMEM 98 119 Helical; Name=3. {ECO:0000250}.; TRANSMEM 140 162 Helical; Name=4. {ECO:0000250}.; TRANSMEM 185 209 Helical; Name=5. {ECO:0000250}.; TRANSMEM 388 410 Helical; Name=6. {ECO:0000250}.; TRANSMEM 419 442 Helical; Name=7. {ECO:0000250}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Phosphorylation in response to agonist binding promotes receptor internalization. {ECO:0000250}.
P18090	ADRB1_RAT	reviewed	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	Adrb1 Adrb1r	Rattus norvegicus (Rat)	466	TRANSMEM 56 84 Helical; Name=1. {ECO:0000250}.; TRANSMEM 94 120 Helical; Name=2. {ECO:0000250}.; TRANSMEM 133 154 Helical; Name=3. {ECO:0000250}.; TRANSMEM 173 196 Helical; Name=4. {ECO:0000250}.; TRANSMEM 223 248 Helical; Name=5. {ECO:0000250}.; TRANSMEM 309 338 Helical; Name=6. {ECO:0000250}.; TRANSMEM 344 366 Helical; Name=7. {ECO:0000250}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12391161}; Multi-pass membrane protein {ECO:0000269|PubMed:12391161}. Early endosome {ECO:0000250}. Note=Localized at the plasma membrane. Found in the Golgi upon GOPC overexpression (By similarity). Colocalizes with RAPGEF2 at the plasma membrane. {ECO:0000250}.
P97536	CAND1_RAT	reviewed	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1)	Cand1 Tip120 Tip120a	Rattus norvegicus (Rat)	1230		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q86VP6}. Nucleus {ECO:0000250|UniProtKB:Q86VP6}. Note=Predominantly cytoplasmic. {ECO:0000250|UniProtKB:Q86VP6}.
Q6PDU5	BEX3_RAT	reviewed	Protein BEX3 (Brain-expressed X-linked protein 3 homolog) (rBex3) (Nerve growth factor receptor-associated protein 1) (p75NTR-associated cell death executor)	Bex3 Nade Ngfrap1	Rattus norvegicus (Rat)	130		SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:15958283}. Note=Shuttles between the cytoplasm and the nucleus. Associates with replicating mitochondria (By similarity). {ECO:0000250}.
Q3MKP9	BEX4_RAT	reviewed	Protein BEX4 (Brain-expressed X-linked protein 4)	Bex4	Rattus norvegicus (Rat)	118		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9NWD9}. Nucleus {ECO:0000269|PubMed:15958283}. Cytoplasm {ECO:0000269|PubMed:15958283}. Note=Also localizes to microtubules. {ECO:0000250|UniProtKB:Q9NWD9}.
Q9EQR2	ADAS_RAT	reviewed	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Alkylglycerone-phosphate synthase)	Agps Ads	Rattus norvegicus (Rat)	644		SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250|UniProtKB:P97275}. Peroxisome {ECO:0000269|PubMed:2340111}.
Q66H39	ABCF3_RAT	reviewed	ATP-binding cassette sub-family F member 3	Abcf3	Rattus norvegicus (Rat)	709		
P47864	AQP5_RAT	reviewed	Aquaporin-5 (AQP-5)	Aqp5	Rattus norvegicus (Rat)	265	TRANSMEM 13 33 Helical. {ECO:0000250|UniProtKB:P55064}.; TRANSMEM 40 60 Helical. {ECO:0000250|UniProtKB:P55064}.; TRANSMEM 88 108 Helical. {ECO:0000250|UniProtKB:P55064}.; TRANSMEM 127 147 Helical. {ECO:0000250|UniProtKB:P55064}.; TRANSMEM 159 179 Helical. {ECO:0000250|UniProtKB:P55064}.; TRANSMEM 204 224 Helical. {ECO:0000250|UniProtKB:P55064}.	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q9WTY4}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P55064}. Cell membrane {ECO:0000269|PubMed:7530250}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P55064}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P55064}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P55064}. Note=Hypotonicity increases location at the cell membrane. Phosphorylation decreases location at the cell membrane. {ECO:0000250|UniProtKB:P55064}.
Q5U2T8	CIR1_RAT	reviewed	Corepressor interacting with RBPJ 1 (CBF1-interacting corepressor)	Cir1 Cir	Rattus norvegicus (Rat)	451		SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Note=Colocalizes with NEK6 in the centrosome. {ECO:0000250}.
Q5FVK6	C2D1B_RAT	reviewed	Coiled-coil and C2 domain-containing protein 1B (Five prime repressor element under dual repression-binding protein 2) (FRE under dual repression-binding protein 2) (Freud-2)	Cc2d1b	Rattus norvegicus (Rat)	850		SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P10354	CMGA_RAT	reviewed	Chromogranin-A (CgA) [Cleaved into: Pancreastatin; Beta-granin; WE-14; Catestatin; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor]	Chga	Rattus norvegicus (Rat)	466		SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle lumen. Cytoplasmic vesicle, secretory vesicle membrane. Secreted. Note=Associated with the secretory granule membrane through direct interaction to SCG3 that in turn binds to cholesterol-enriched lipid rafts in intragranular conditions. In pituitary gonadotropes, located in large secretory granules.; SUBCELLULAR LOCATION: Serpinin: Secreted {ECO:0000250|UniProtKB:P26339}. Cytoplasmic vesicle, secretory vesicle {ECO:0000250|UniProtKB:P26339}. Note=Pyroglutaminated serpinin localizes to secretory vesicle. {ECO:0000250|UniProtKB:P26339}.
P62950	BLCAP_RAT	reviewed	Bladder cancer-associated protein (Bladder cancer 10 kDa protein) (Bc10)	Blcap	Rattus norvegicus (Rat)	87	TRANSMEM 19 39 Helical. {ECO:0000255}.; TRANSMEM 43 63 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
B4F795	CTL2_RAT	reviewed	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	Slc44a2 Ctl2	Rattus norvegicus (Rat)	705	TRANSMEM 34 54 Helical. {ECO:0000255}.; TRANSMEM 233 253 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 316 336 Helical. {ECO:0000255}.; TRANSMEM 365 385 Helical. {ECO:0000255}.; TRANSMEM 454 476 Helical. {ECO:0000255}.; TRANSMEM 504 524 Helical. {ECO:0000255}.; TRANSMEM 563 583 Helical. {ECO:0000255}.; TRANSMEM 599 619 Helical. {ECO:0000255}.; TRANSMEM 638 658 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q10743	ADA10_RAT	reviewed	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	Adam10 Madm	Rattus norvegicus (Rat)	749	TRANSMEM 674 697 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O14672}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000250|UniProtKB:O14672}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250|UniProtKB:O14672}. Cell projection, Neuron projection, axon {ECO:0000250|UniProtKB:O35598}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:O35598}. Cell junction, adherens junction {ECO:0000250|UniProtKB:O14672}. Cytoplasm {ECO:0000250|UniProtKB:O14672}. Note=Is localized in the plasma membrane but is also expressed in the Golgi apparatus and in clathrin-coated vesicles derived likely from the Golgi (By similarity). During long term depression, it is recruited to the cell membrane by DLG1 (By similarity). The immature form is mainly located near cytoplasmic fibrillar structures, while the mature form is predominantly located at zonula adherens and the cell membrane (By similarity). The localization and clustering of mature ADAM10 to zonula adherens is regulated by AFDN, TSPAN33, PLEKHA7 and PDZD11 (By similarity). {ECO:0000250|UniProtKB:O14672, ECO:0000250|UniProtKB:O35598}.
Q5HZW5	CD320_RAT	reviewed	CD320 antigen (Transcobalamin receptor) (TCblR) (CD antigen CD320)	Cd320	Rattus norvegicus (Rat)	264	TRANSMEM 213 233 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NPF0}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9NPF0}.
P19327	5HT1A_RAT	reviewed	5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (Serotonin receptor 1A)	Htr1a 5ht1a	Rattus norvegicus (Rat)	422	TRANSMEM 37 62 Helical; Name=1. {ECO:0000250}.; TRANSMEM 74 98 Helical; Name=2. {ECO:0000250}.; TRANSMEM 111 132 Helical; Name=3. {ECO:0000250}.; TRANSMEM 153 178 Helical; Name=4. {ECO:0000250}.; TRANSMEM 192 217 Helical; Name=5. {ECO:0000250}.; TRANSMEM 346 367 Helical; Name=6. {ECO:0000250}.; TRANSMEM 379 403 Helical; Name=7. {ECO:0000250}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2156831}; Multi-pass membrane protein {ECO:0000269|PubMed:2156831}.
Q64244	CD38_RAT	reviewed	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (CD38H) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (CD antigen CD38)	Cd38	Rattus norvegicus (Rat)	303	TRANSMEM 22 44 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
P55272	CDN2B_RAT	reviewed	Cyclin-dependent kinase 4 inhibitor B (p14-INK4b) (p15-INK4b)	Cdkn2b Ink4	Rattus norvegicus (Rat)	130		
Q9QZU7	BODG_RAT	reviewed	Gamma-butyrobetaine dioxygenase (EC 1.14.11.1) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH) (Gamma-butyrobetaine,2-oxoglutarate dioxygenase)	Bbox1 Bbh	Rattus norvegicus (Rat)	387		SUBCELLULAR LOCATION: Cytoplasm.
Q6AYT9	ACSM5_RAT	reviewed	Acyl-coenzyme A synthetase ACSM5, mitochondrial (EC 6.2.1.2)	Acsm5 Macs3	Rattus norvegicus (Rat)	578		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q91VA0}.
Q68FW8	BIN3_RAT	reviewed	Bridging integrator 3	Bin3	Rattus norvegicus (Rat)	253		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q6AYT7	ABD12_RAT	reviewed	Lysophosphatidylserine lipase ABHD12 (EC 3.1.-.-) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (Monoacylglycerol lipase ABHD12) (EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12) (EC 3.1.-.-)	Abhd12	Rattus norvegicus (Rat)	398	TRANSMEM 75 95 Helical. {ECO:0000250|UniProtKB:Q99LR1}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8N2K0}; Single-pass membrane protein {ECO:0000255}.
P0C5I0	CDNF_RAT	reviewed	Cerebral dopamine neurotrophic factor (ARMET-like protein 1) (Arginine-rich protein mutated in early stage tumors-like 1) (Conserved dopamine neurotrophic factor)	Cdnf Armetl1	Rattus norvegicus (Rat)	187		SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
P61212	ARL1_RAT	reviewed	ADP-ribosylation factor-like protein 1	Arl1 Arf7	Rattus norvegicus (Rat)	181		SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12972563}; Peripheral membrane protein {ECO:0000269|PubMed:12972563}; Cytoplasmic side {ECO:0000269|PubMed:12972563}. Membrane {ECO:0000250|UniProtKB:P40616}; Lipid-anchor {ECO:0000250|UniProtKB:P40616}.
P10252	CD48_RAT	reviewed	CD48 antigen (BCM1 surface antigen) (BLAST-1) (MRC OX-45 surface antigen) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (CD antigen CD48)	Cd48 Bcm-1	Rattus norvegicus (Rat)	240		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:3181129}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:3181129}.
Q9Z1P2	ACTN1_RAT	reviewed	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	Actn1	Rattus norvegicus (Rat)	892		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21210813}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:P12814}. Cell membrane {ECO:0000269|PubMed:21210813}. Cell junction {ECO:0000269|PubMed:21210813}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q7TPR4}. Note=Colocalizes with MYOZ2 and PPP3CA at the Z-line of heart and skeletal muscle. Colocalizes with PSD in membrane ruffles and central reticular structures. {ECO:0000250|UniProtKB:Q7TPR4}.
P12390	ACHB2_RAT	reviewed	Neuronal acetylcholine receptor subunit beta-2 (Neuronal acetylcholine receptor non-alpha-1 chain) (N-alpha 1)	Chrnb2 Acrb2	Rattus norvegicus (Rat)	500	TRANSMEM 238 258 Helical. {ECO:0000255}.; TRANSMEM 267 287 Helical. {ECO:0000255}.; TRANSMEM 300 320 Helical. {ECO:0000255}.; TRANSMEM 459 479 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell junction, synapse, Postsynapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q63118	CALRL_RAT	reviewed	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	Calcrl Cgrpr	Rattus norvegicus (Rat)	464	TRANSMEM 147 166 Helical; Name=1. {ECO:0000255}.; TRANSMEM 174 193 Helical; Name=2. {ECO:0000255}.; TRANSMEM 214 236 Helical; Name=3. {ECO:0000255}.; TRANSMEM 254 273 Helical; Name=4. {ECO:0000255}.; TRANSMEM 290 313 Helical; Name=5. {ECO:0000255}.; TRANSMEM 337 354 Helical; Name=6. {ECO:0000255}.; TRANSMEM 367 388 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q00969	ATF2_RAT	reviewed	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (EC 2.3.1.48) (Activating transcription factor 2) (cAMP response element-binding protein CRE-BP1)	Atf2	Rattus norvegicus (Rat)	487		SUBCELLULAR LOCATION: Nucleus. Cytoplasm {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}. Note=Shuttles between the cytoplasm and the nucleus and heterodimerization with JUN is essential for the nuclear localization. Localization to the cytoplasm is observed under conditions of cellular stress and in disease states. Localizes at the mitochondrial outer membrane in response to genotoxic stress. Phosphorylation at Thr-34 is required for its nuclear localization and negatively regulates its mitochondrial localization. Colocalizes with the MRN complex in the IR-induced foci (IRIF) (By similarity). {ECO:0000250}.
Q9WTT7	BZW2_RAT	reviewed	Basic leucine zipper and W2 domain-containing protein 2 (Brain development-related molecule 2)	Bzw2 Bdm2 Hfb2	Rattus norvegicus (Rat)	419		
Q6AYN9	CC181_RAT	reviewed	Coiled-coil domain-containing protein 181	Ccdc181	Rattus norvegicus (Rat)	509		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q80ZU5}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q80ZU5}. Note=Localizes to the microtubular manchette of elongating spermatids. Localizes to the sperm flagella and to the basal half of motile cilia. {ECO:0000250|UniProtKB:Q80ZU5}.
Q63619	COQ7_RAT	reviewed	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.13.-) (Timing protein clk-1 homolog) (Ubiquinone biosynthesis monooxygenase COQ7) (Fragment)	Coq7	Rattus norvegicus (Rat)	179		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03194}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03194}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03194}.
Q5FVR7	CPSF4_RAT	reviewed	Cleavage and polyadenylation specificity factor subunit 4 (Cleavage and polyadenylation specificity factor 30 kDa subunit) (CPSF 30 kDa subunit)	Cpsf4	Rattus norvegicus (Rat)	243		SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q4FZU1	COQ4_RAT	reviewed	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)	Coq4	Rattus norvegicus (Rat)	265		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03111}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03111}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03111}.
P30919	ASPG_RAT	reviewed	N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26) (Aspartylglucosaminidase) (AGA) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain]	Aga	Rattus norvegicus (Rat)	345		SUBCELLULAR LOCATION: Lysosome.
Q6Q0N0	CSTN1_RAT	reviewed	Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]	Clstn1 Cs1	Rattus norvegicus (Rat)	952	TRANSMEM 831 851 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9EPL2}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9EPL2}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9EPL2}. Cell projection, Neuron projection {ECO:0000250|UniProtKB:Q9EPL2}. Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q9EPL2}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9EPL2}. Nucleus {ECO:0000250}. Vesicle {ECO:0000250|UniProtKB:Q9EPL2}. Note=Neurite tips. Localized in the postsynaptic membrane of both excitatory and inhibitory synapses. The AlcICD fragment is translocated to the nucleus upon interaction with APBB1 (By similarity). {ECO:0000250}.
Q4V8F7	CCD63_RAT	reviewed	Coiled-coil domain-containing protein 63	Ccdc63	Rattus norvegicus (Rat)	559		
O09027	ACKR2_RAT	reviewed	Atypical chemokine receptor 2 (C-C chemokine receptor D6) (CCR10-related receptor) (Chemokine-binding protein 2) (Chemokine-binding protein D6)	Ackr2 Ccbp2 Ccr10rr D6	Rattus norvegicus (Rat)	382	TRANSMEM 50 70 Helical; Name=1. {ECO:0000255}.; TRANSMEM 93 113 Helical; Name=2. {ECO:0000255}.; TRANSMEM 119 140 Helical; Name=3. {ECO:0000255}.; TRANSMEM 163 183 Helical; Name=4. {ECO:0000255}.; TRANSMEM 218 238 Helical; Name=5. {ECO:0000255}.; TRANSMEM 251 271 Helical; Name=6. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Cell membrane; Multi-pass membrane protein. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via clathrin-coated pits. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}.
