"noiso"	"SPC"	"geneName"	"Transmembrane"	"CC"	"CD"	"CSPA..e"	"HLA"
"P62950"	2	"Blcap"	"TRANSMEM 19 39 Helical. {ECO:0000255}.; TRANSMEM 43 63 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}."	NA	NA	NA
"B4F795"	3	"Slc44a2 Ctl2"	"TRANSMEM 34 54 Helical. {ECO:0000255}.; TRANSMEM 233 253 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 316 336 Helical. {ECO:0000255}.; TRANSMEM 365 385 Helical. {ECO:0000255}.; TRANSMEM 454 476 Helical. {ECO:0000255}.; TRANSMEM 504 524 Helical. {ECO:0000255}.; TRANSMEM 563 583 Helical. {ECO:0000255}.; TRANSMEM 599 619 Helical. {ECO:0000255}.; TRANSMEM 638 658 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q10743"	4	"Adam10 Madm"	"TRANSMEM 674 697 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O14672}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000250|UniProtKB:O14672}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250|UniProtKB:O14672}. Cell projection, Neuron projection, axon {ECO:0000250|UniProtKB:O35598}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:O35598}. Cell junction, adherens junction {ECO:0000250|UniProtKB:O14672}. Cytoplasm {ECO:0000250|UniProtKB:O14672}. Note=Is localized in the plasma membrane but is also expressed in the Golgi apparatus and in clathrin-coated vesicles derived likely from the Golgi (By similarity). During long term depression, it is recruited to the cell membrane by DLG1 (By similarity). The immature form is mainly located near cytoplasmic fibrillar structures, while the mature form is predominantly located at zonula adherens and the cell membrane (By similarity). The localization and clustering of mature ADAM10 to zonula adherens is regulated by AFDN, TSPAN33, PLEKHA7 and PDZD11 (By similarity). {ECO:0000250|UniProtKB:O14672, ECO:0000250|UniProtKB:O35598}."	" CD156c"	NA	NA
"Q5HZW5"	4	"Cd320"	"TRANSMEM 213 233 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NPF0}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9NPF0}."	" CD320"	NA	NA
"P19327"	3	"Htr1a 5ht1a"	"TRANSMEM 37 62 Helical; Name=1. {ECO:0000250}.; TRANSMEM 74 98 Helical; Name=2. {ECO:0000250}.; TRANSMEM 111 132 Helical; Name=3. {ECO:0000250}.; TRANSMEM 153 178 Helical; Name=4. {ECO:0000250}.; TRANSMEM 192 217 Helical; Name=5. {ECO:0000250}.; TRANSMEM 346 367 Helical; Name=6. {ECO:0000250}.; TRANSMEM 379 403 Helical; Name=7. {ECO:0000250}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2156831}; Multi-pass membrane protein {ECO:0000269|PubMed:2156831}."	NA	NA	NA
"Q64244"	3	"Cd38"	"TRANSMEM 22 44 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	" CD38"	NA	NA
"P55272"	0	"Cdkn2b Ink4"	""	""	NA	NA	NA
"Q9QZU7"	0	"Bbox1 Bbh"	""	"SUBCELLULAR LOCATION: Cytoplasm."	NA	NA	NA
"Q6AYT9"	0	"Acsm5 Macs3"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q91VA0}."	NA	NA	NA
"Q68FW8"	0	"Bin3"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}."	NA	NA	NA
"Q6AYT7"	3	"Abhd12"	"TRANSMEM 75 95 Helical. {ECO:0000250|UniProtKB:Q99LR1}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8N2K0}; Single-pass membrane protein {ECO:0000255}."	NA	NA	NA
"P0C5I0"	0	"Cdnf Armetl1"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"P61212"	0	"Arl1 Arf7"	""	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12972563}; Peripheral membrane protein {ECO:0000269|PubMed:12972563}; Cytoplasmic side {ECO:0000269|PubMed:12972563}. Membrane {ECO:0000250|UniProtKB:P40616}; Lipid-anchor {ECO:0000250|UniProtKB:P40616}."	NA	NA	NA
"P10252"	3	"Cd48 Bcm-1"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:3181129}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:3181129}."	" CD48"	NA	NA
"Q9Z1P2"	0	"Actn1"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21210813}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:P12814}. Cell membrane {ECO:0000269|PubMed:21210813}. Cell junction {ECO:0000269|PubMed:21210813}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q7TPR4}. Note=Colocalizes with MYOZ2 and PPP3CA at the Z-line of heart and skeletal muscle. Colocalizes with PSD in membrane ruffles and central reticular structures. {ECO:0000250|UniProtKB:Q7TPR4}."	NA	NA	NA
"P12390"	3	"Chrnb2 Acrb2"	"TRANSMEM 238 258 Helical. {ECO:0000255}.; TRANSMEM 267 287 Helical. {ECO:0000255}.; TRANSMEM 300 320 Helical. {ECO:0000255}.; TRANSMEM 459 479 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell junction, synapse, Postsynapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q63118"	2	"Calcrl Cgrpr"	"TRANSMEM 147 166 Helical; Name=1. {ECO:0000255}.; TRANSMEM 174 193 Helical; Name=2. {ECO:0000255}.; TRANSMEM 214 236 Helical; Name=3. {ECO:0000255}.; TRANSMEM 254 273 Helical; Name=4. {ECO:0000255}.; TRANSMEM 290 313 Helical; Name=5. {ECO:0000255}.; TRANSMEM 337 354 Helical; Name=6. {ECO:0000255}.; TRANSMEM 367 388 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q00969"	0	"Atf2"	""	"SUBCELLULAR LOCATION: Nucleus. Cytoplasm {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}. Note=Shuttles between the cytoplasm and the nucleus and heterodimerization with JUN is essential for the nuclear localization. Localization to the cytoplasm is observed under conditions of cellular stress and in disease states. Localizes at the mitochondrial outer membrane in response to genotoxic stress. Phosphorylation at Thr-34 is required for its nuclear localization and negatively regulates its mitochondrial localization. Colocalizes with the MRN complex in the IR-induced foci (IRIF) (By similarity). {ECO:0000250}."	NA	NA	NA
"Q9WTT7"	0	"Bzw2 Bdm2 Hfb2"	""	""	NA	NA	NA
"Q6AYN9"	0	"Ccdc181"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q80ZU5}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q80ZU5}. Note=Localizes to the microtubular manchette of elongating spermatids. Localizes to the sperm flagella and to the basal half of motile cilia. {ECO:0000250|UniProtKB:Q80ZU5}."	NA	NA	NA
"Q63619"	0	"Coq7"	""	"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03194}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03194}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03194}."	NA	NA	NA
"Q5FVR7"	0	"Cpsf4"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q4FZU1"	0	"Coq4"	""	"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03111}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03111}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03111}."	NA	NA	NA
"P30919"	0	"Aga"	""	"SUBCELLULAR LOCATION: Lysosome."	NA	NA	NA
"Q6Q0N0"	3	"Clstn1 Cs1"	"TRANSMEM 831 851 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9EPL2}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9EPL2}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9EPL2}. Cell projection, Neuron projection {ECO:0000250|UniProtKB:Q9EPL2}. Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q9EPL2}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9EPL2}. Nucleus {ECO:0000250}. Vesicle {ECO:0000250|UniProtKB:Q9EPL2}. Note=Neurite tips. Localized in the postsynaptic membrane of both excitatory and inhibitory synapses. The AlcICD fragment is translocated to the nucleus upon interaction with APBB1 (By similarity). {ECO:0000250}."	NA	NA	NA
"Q4V8F7"	0	"Ccdc63"	""	""	NA	NA	NA
"O09027"	3	"Ackr2 Ccbp2 Ccr10rr D6"	"TRANSMEM 50 70 Helical; Name=1. {ECO:0000255}.; TRANSMEM 93 113 Helical; Name=2. {ECO:0000255}.; TRANSMEM 119 140 Helical; Name=3. {ECO:0000255}.; TRANSMEM 163 183 Helical; Name=4. {ECO:0000255}.; TRANSMEM 218 238 Helical; Name=5. {ECO:0000255}.; TRANSMEM 251 271 Helical; Name=6. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Cell membrane; Multi-pass membrane protein. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via clathrin-coated pits. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}."	NA	NA	NA
"Q66H73"	0	"Ccdc82"	""	""	NA	NA	NA
"P02529"	0	"Crygc"	""	""	NA	NA	NA
"P02528"	0	"Cryge"	""	""	NA	NA	NA
"Q641W9"	0	"Actl7a"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9QY84}. Golgi apparatus {ECO:0000250|UniProtKB:Q9QY84}. Cytoplasm {ECO:0000269|PubMed:21278383}. Nucleus {ECO:0000250|UniProtKB:Q9QY84}. Note=Detected at the Golgi apparatus during acrosome biogenesis. Detected at the subacrosomal layer in round spermatids. Detected in sperm head and tail. {ECO:0000250|UniProtKB:Q9QY84}."	NA	NA	NA
"O35431"	0	"Apba2 Mint2"	""	""	NA	NA	NA
"Q68FQ4"	0	"Cfap300"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A0CY51}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:A0CY51}."	NA	NA	NA
"Q5XID7"	2	"Armcx3"	"TRANSMEM 7 29 Helical; Signal-anchor. {ECO:0000255}."	"SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q8BHS6}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q8BHS6}. Nucleus {ECO:0000250|UniProtKB:Q8BHS6}."	NA	NA	NA
"D3ZEG1"	0	"Crygn"	""	""	NA	NA	NA
"Q5XI95"	0	"Adh6"	""	"SUBCELLULAR LOCATION: Cytoplasm."	NA	NA	NA
"P61983"	0	"Ywhag"	""	"SUBCELLULAR LOCATION: Cytoplasm."	NA	NA	NA
"P43527"	0	"Casp1 Il1bc Il1bce"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P29466}. Cell membrane {ECO:0000250|UniProtKB:P29466}."	NA	NA	NA
"Q4KMA0"	0	"Azi2"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9H6S1}."	NA	NA	NA
"P41739"	0	"Arnt"	""	"SUBCELLULAR LOCATION: Nucleus."	NA	NA	NA
"O35827"	0	"Apbb3 Fe65l2"	""	""	NA	NA	NA
"P13635"	0	"Cp"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:14707133}. Note=Colocalizes with GCP1 in secretory intracellular compartments."	NA	NA	NA
"Q78EJ9"	0	"Capn8 Cls4 Ncl2"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7690035}. Golgi apparatus {ECO:0000250}."	NA	NA	NA
"Q9ET61"	4	"Cd93 C1qr1 C1qrp"	"TRANSMEM 572 592 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	" CD93"	NA	NA
"D4A055"	0	"Cacnb4"	""	""	NA	NA	NA
"P20291"	2	"Alox5ap Flap"	"TRANSMEM 9 30 Helical. {ECO:0000250}.; TRANSMEM 53 77 Helical. {ECO:0000250}.; TRANSMEM 81 102 Helical. {ECO:0000250}.; TRANSMEM 116 128 Helical. {ECO:0000250}."	"SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q8VIH8"	0	"Cst14"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000305}."	NA	NA	NA
"Q63072"	2	"Bst1"	""	"SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor."	" CD157"	NA	NA
"P07151"	2	"B2m"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"P24464"	0	"Cyp4a12 Cyp4a-8 Cyp4a8"	""	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein."	NA	NA	NA
"P30277"	0	"Ccnb1"	""	"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}."	NA	NA	NA
"Q8VHF5"	0	"Cs"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}."	NA	NA	NA
"P15887"	0	"Sag"	""	"SUBCELLULAR LOCATION: Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:P20443}. Membrane {ECO:0000250|UniProtKB:P20443}; Peripheral membrane protein {ECO:0000250|UniProtKB:P20443}. Note=Highly expressed in photoreceptor outer segments in light-exposed retina. Evenly distributed throughout rod photoreceptor cells in dark-adapted retina (By similarity). Predominantly dectected at the proximal region of photoreceptor outer segments, near disk membranes. {ECO:0000250|UniProtKB:P08168, ECO:0000250|UniProtKB:P10523}."	NA	NA	NA
"P16638"	0	"Acly"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P53396}."	NA	NA	NA
"P0C1X8"	0	"Aak1"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:F1MH24}; Peripheral membrane protein {ECO:0000250|UniProtKB:F1MH24}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:11877461}. Cell junction, synapse, Presynapse {ECO:0000269|PubMed:11877461}. Note=Active when found in clathrin-coated pits at the plasma membrane. In neuronal cells, enriched at presynaptic terminals. In non-neuronal cells, enriched at leading edge of migrating cells. {ECO:0000269|PubMed:11877461}."	NA	NA	NA
"P62738"	0	"Acta2 Actsa Actvs"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton."	NA	NA	NA
"Q07490"	0	"Cd24 Cd24a"	""	"SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor."	" CD24"	NA	NA
"Q566C8"	0	"Ankrd54"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Midbody {ECO:0000250}. Note=Shuttles between nucleus and cytoplasm during the cell cycle. EPO stimulation induces nuclear accumulation (By similarity). {ECO:0000250}."	NA	NA	NA
"P63102"	0	"Ywhaz Msfs1"	""	"SUBCELLULAR LOCATION: Cytoplasm. Melanosome. Note=Located to stage I to stage IV melanosomes. {ECO:0000250}."	NA	NA	NA
"Q66HH1"	1	"B4galt4"	"TRANSMEM 13 38 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}."	"SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Trans cisternae of Golgi stack. {ECO:0000250}."	NA	NA	NA
"P34080"	4	"Aqp2"	"TRANSMEM 12 32 Helical. {ECO:0000250|UniProtKB:P41181}.; TRANSMEM 41 59 Helical. {ECO:0000250|UniProtKB:P41181}.; TRANSMEM 86 107 Helical. {ECO:0000250|UniProtKB:P41181}.; TRANSMEM 128 148 Helical. {ECO:0000250|UniProtKB:P41181}.; TRANSMEM 157 176 Helical. {ECO:0000250|UniProtKB:P41181}.; TRANSMEM 202 222 Helical. {ECO:0000250|UniProtKB:P41181}."	"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:19794145, ECO:0000269|PubMed:8429910}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P41181}. Basolateral cell membrane {ECO:0000269|PubMed:19794145}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P41181}. Cell membrane {ECO:0000269|PubMed:7508187}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P41181}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:19794145}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P41181}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:19794145}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P41181}. Note=Shuttles from vesicles to the apical membrane. Vasopressin-regulated phosphorylation is required for translocation to the apical cell membrane. PLEKHA8/FAPP2 is required to transport AQP2 from the TGN to sites where AQP2 is phosphorylated. {ECO:0000269|PubMed:19794145}."	NA	NA	NA
"P63255"	0	"Crip1 Crip"	""	""	NA	NA	NA
"Q99MH9"	0	"Bbs2"	""	"SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250}."	NA	NA	NA
"P24483"	0	"Fdx1"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:2170421}."	NA	NA	NA
"Q63055"	0	"Arfrp1 Arp1"	""	"SUBCELLULAR LOCATION: Golgi apparatus. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:Q8BXL7}. Note=Located in the trans-Golgi in the GTP-bound active state. {ECO:0000250|UniProtKB:Q8BXL7}."	NA	NA	NA
"P06238"	0	"A2m A2m1"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"P80385"	0	"Prkag1"	""	""	NA	NA	NA
"P50430"	1	"Arsb"	""	"SUBCELLULAR LOCATION: Lysosome. Cell surface {ECO:0000269|PubMed:19536613}."	NA	NA	NA
"P35434"	0	"Atp5f1d Atp5d"	""	"SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane."	NA	NA	NA
"Q9QY44"	2	"Abcd2 Aldr Aldrp"	"TRANSMEM 107 127 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 144 164 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 251 271 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 351 371 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}."	"SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}."	NA	NA	NA
"Q91XT9"	1	"Asah2"	"TRANSMEM 12 32 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}."	"SUBCELLULAR LOCATION: Neutral ceramidase: Cell membrane {ECO:0000269|PubMed:11328816, ECO:0000269|PubMed:12499379, ECO:0000269|PubMed:15123644}; Single-pass type II membrane protein {ECO:0000269|PubMed:12499379}. Membrane raft {ECO:0000269|PubMed:11328816}; Single-pass type II membrane protein {ECO:0000269|PubMed:12499379}. Membrane, caveola {ECO:0000250|UniProtKB:Q9JHE3}; Single-pass type II membrane protein {ECO:0000269|PubMed:12499379}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9NR71}; Single-pass type II membrane protein {ECO:0000269|PubMed:12499379}. Mitochondrion {ECO:0000269|PubMed:21613224}. Secreted, extracellular exosome {ECO:0000250|UniProtKB:Q9NR71}. Note=Enriched in exosomes upon stimulation by cytokine (By similarity). Enriched in caveolae and lipid rafts (By similarity). The localization to the mitochondrion could not be confirmed (By similarity). {ECO:0000250|UniProtKB:Q9JHE3, ECO:0000250|UniProtKB:Q9NR71}.; SUBCELLULAR LOCATION: Neutral ceramidase soluble form: Secreted {ECO:0000269|PubMed:12499379, ECO:0000269|PubMed:15123644}."	NA	NA	NA
"P04639"	1	"Apoa1"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"Q8VII6"	4	"Slc44a1 Cd92 Cdw92 Ctl1"	"TRANSMEM 30 50 Helical. {ECO:0000255}.; TRANSMEM 212 232 Helical. {ECO:0000255}.; TRANSMEM 238 258 Helical. {ECO:0000255}.; TRANSMEM 288 308 Helical. {ECO:0000255}.; TRANSMEM 315 335 Helical. {ECO:0000255}.; TRANSMEM 338 358 Helical. {ECO:0000255}.; TRANSMEM 380 400 Helical. {ECO:0000255}.; TRANSMEM 442 462 Helical. {ECO:0000255}.; TRANSMEM 537 557 Helical. {ECO:0000255}.; TRANSMEM 566 586 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	" CD92"	NA	NA
"P47862"	3	"Aqp3"	"TRANSMEM 27 47 Helical. {ECO:0000250|UniProtKB:Q96PS8}.; TRANSMEM 54 74 Helical. {ECO:0000250|UniProtKB:Q96PS8}.; TRANSMEM 99 123 Helical. {ECO:0000250|UniProtKB:Q96PS8}.; TRANSMEM 158 178 Helical. {ECO:0000250|UniProtKB:Q96PS8}.; TRANSMEM 189 208 Helical. {ECO:0000250|UniProtKB:Q96PS8}.; TRANSMEM 245 265 Helical. {ECO:0000250|UniProtKB:Q96PS8}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:7517548, ECO:0000269|PubMed:7526388}; Multi-pass membrane protein {ECO:0000305}. Basolateral cell membrane {ECO:0000269|PubMed:7517548}; Multi-pass membrane protein {ECO:0000305}."	NA	NA	NA
"P18596"	1	"Atp2a3"	"TRANSMEM 49 69 Helical; Name=1. {ECO:0000250}.; TRANSMEM 90 110 Helical; Name=2. {ECO:0000250}.; TRANSMEM 254 273 Helical; Name=3. {ECO:0000250}.; TRANSMEM 296 313 Helical; Name=4. {ECO:0000250}.; TRANSMEM 758 777 Helical; Name=5. {ECO:0000250}.; TRANSMEM 788 808 Helical; Name=6. {ECO:0000250}.; TRANSMEM 829 851 Helical; Name=7. {ECO:0000250}.; TRANSMEM 898 917 Helical; Name=8. {ECO:0000250}.; TRANSMEM 931 949 Helical; Name=9. {ECO:0000250}.; TRANSMEM 965 985 Helical; Name=10. {ECO:0000250}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q93084}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q93084}. Sarcoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q93084}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q93084}."	NA	NA	NA
"Q5FVH0"	0	"C1qtnf5 Ctrp5"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000305}."	NA	NA	NA
"Q641Z7"	0	"Smpdl3a Asml3a"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q92484}."	NA	NA	NA
"O88751"	0	"Cabp1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15095872}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15095872}. Note=Occurs in both the cytoplasmic and cytoskeletal compartment of cell somata and dendrites."	NA	NA	NA
"Q9WTY0"	2	"Aqp6"	"TRANSMEM 28 45 Helical. {ECO:0000255}.; TRANSMEM 52 70 Helical. {ECO:0000255}.; TRANSMEM 97 118 Helical. {ECO:0000255}.; TRANSMEM 139 159 Helical. {ECO:0000255}.; TRANSMEM 166 185 Helical. {ECO:0000255}.; TRANSMEM 212 233 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Multi-pass membrane protein."	NA	NA	NA
"Q6MG71"	3	"Slc44a4 Ctl4 Ng22 TPPT1"	"TRANSMEM 33 53 Helical. {ECO:0000255}.; TRANSMEM 228 248 Helical. {ECO:0000255}.; TRANSMEM 251 271 Helical. {ECO:0000255}.; TRANSMEM 308 328 Helical. {ECO:0000255}.; TRANSMEM 357 377 Helical. {ECO:0000255}.; TRANSMEM 453 473 Helical. {ECO:0000255}.; TRANSMEM 499 519 Helical. {ECO:0000255}.; TRANSMEM 558 578 Helical. {ECO:0000255}.; TRANSMEM 595 615 Helical. {ECO:0000255}.; TRANSMEM 636 656 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q53GD3}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q53GD3}. Apical cell membrane {ECO:0000250|UniProtKB:Q53GD3}."	NA	NA	NA
